video_id	caption	start	end	duration	phase	idx
v_V_Nj_BhesEY	He proceeds to perform various karate moves, such as bowing, cartwheels and flips	17.46	83.15	83.15	train	103
v_fN2DiOswmOA	The screen shows the title of preparing a Chilean Hulte salad dish	2.78	7.42	185.48	train	108
v_fN2DiOswmOA	A person is mixing salad ingredients in a large bowl	7.42	14.84	185.48	train	109
v_fN2DiOswmOA	There is information shown about Dr	14.84	22.26	185.48	train	110
v_fN2DiOswmOA	Rachel Collin's trip to Chile	22.26	28.75	185.48	train	111
v_fN2DiOswmOA	There are several people standing under a canopy at a food market	28.75	63.99	185.48	train	112
v_fN2DiOswmOA	Two customers make a purchase and give money to the seller and give the camera a thumbs up	63.99	95.52	185.48	train	113
v_fN2DiOswmOA	The chef is showing hulte placed on a kitchen counter	95.52	107.58	185.48	train	114
v_fN2DiOswmOA	The chef is slicing the hulte in circular bite size pieces	107.58	116.85	185.48	train	115
v_fN2DiOswmOA	A woman eats the cut pieces of hulte	116.85	134.47	185.48	train	116
v_fN2DiOswmOA	The chef chops some cilantro on the kitchen counter	134.47	143.75	185.48	train	117
v_fN2DiOswmOA	Then the chef places the ingredients in a salad bowl	143.75	154.88	185.48	train	118
v_fN2DiOswmOA	The finished product is shown on screen, followed by a group of people sitting together and enjoying the salad	154.88	166.01	185.48	train	119
v_fN2DiOswmOA	The end credits are displayed on the screen	166.01	185.48	185.48	train	120
v_37pwbUp8t1I	Hiphop dancers perform in front of a crowd	0.0	199.04	200.04	train	121
v_37pwbUp8t1I	They are all doing the same basic dance and having pictures taken of them	59.01	199.04	200.04	train	122
v__Af_9cK5x4E	The camera pans above lush and green terrain over what looks like a mountain range	0.0	10.45	232.29	train	129
v__Af_9cK5x4E	A man is shown covered in sweat and then jumping across various hills performing stunts on a dirt bike	10.45	48.78	232.29	train	130
v__Af_9cK5x4E	He rotates and flips and performs all sorts of acrobatics	48.78	73.17	232.29	train	131
v__Af_9cK5x4E	He is highly skilled and jumping over everything	73.17	80.14	232.29	train	132
v__Af_9cK5x4E	The video then shows multiple men on dirt bikes jumping in various different places and shows the action from a variety of angles	80.14	173.06	232.29	train	133
v__Af_9cK5x4E	The men continue performing their stuns in various other landscapes	171.9	232.29	232.29	train	134
v_y5j9TqTy9Xw	A woman is walking along a track	0.0	7.62	44.84	train	135
v_y5j9TqTy9Xw	She takes off at a fast run	9.64	29.37	44.84	train	136
v_y5j9TqTy9Xw	She jumps over a bar and onto a mat	30.71	44.84	44.84	train	137
v_5lre5zbUV1Q	A child scrubs out the kitchen sink using a brush	0.0	33.6	77.23	train	142
v_5lre5zbUV1Q	The boy turns on the sink faucet	34.37	38.23	77.23	train	143
v_5lre5zbUV1Q	The child uses the faucet nozzle to rinse out the sink	36.68	69.51	77.23	train	144
v_5lre5zbUV1Q	The boy returns the sink nozzle to the faucet and turns off the water	69.89	73.37	77.23	train	145
v_huFuRGoZt9I	A dealer is shown laying out cards on a table while other people's hands are shown on the side	0.0	13.2	23.36	train	146
v_huFuRGoZt9I	The person then lays out cards while another person lays out their chips	13.78	23.36	23.36	train	147
v_44BfVJnhBgc	A runner tests a prosthetic leg in a long distance run	0.0	159.73	169.92000000000002	train	159
v_44BfVJnhBgc	He runs inside then runs outside	65.42	159.73	169.92000000000002	train	160
v_VFOjLDa5VtA	A small group of people are seen wandering around a tennis court hitting a ball over the net	0.0	14.63	48.76	train	161
v_VFOjLDa5VtA	The people hit the ball back and fourth while others watch on the side	14.87	37.06	48.76	train	162
v_VFOjLDa5VtA	They continue to play the game as well as others	29.5	47.54	48.76	train	163
v_LFeoVokXAFY	A man uses a large plastic blue bat	0.0	8.47	58.42	train	164
v_LFeoVokXAFY	He swings it at a pinata shaped like spongebob squarepants	11.98	50.54	58.42	train	165
v_LFeoVokXAFY	He misses several times, and keeps swinging	52.58	58.42	58.42	train	166
v_FKl0077EUoY	We see a person sharpen a knife on a sanding disc	0.0	20.24	57.02	train	173
v_FKl0077EUoY	The person touches it and turns it off	7.41	15.11	57.02	train	174
v_FKl0077EUoY	The person turns it on and then off off	16.25	30.51	57.02	train	175
v_FKl0077EUoY	We see the man talking to the camera	32.79	57.02	57.02	train	176
v_NwfS7eZiMLg	A man is playing the bagpipes at the bottom of the stairs in the living room of a house, wearing a button up and dress pants, along with socks	0.0	99.02	134.72	train	183
v_NwfS7eZiMLg	He begins to tap his foot along with the beat of his tune, He starts to tap his left foot in a back and forth rhythm with his right foot	99.69	132.7	134.72	train	184
v_NwfS7eZiMLg	He finishes, and smiles at the camera	133.37	134.72	134.72	train	185
v_g0XO-rWHmzs	A woman is seen holding two dogs on a leash and proceeds to unhook them and let them go	0.74	44.39	73.98	train	198
v_g0XO-rWHmzs	One down then does his business into a bag tied to him and runs off behind bikes	35.51	71.39	73.98	train	199
v_rBaR5xF8orE	A large group of people are seen sitting around an auditorium with one man flying kites around in the middle	0.0	63.45	128.18	train	200
v_rBaR5xF8orE	The person continues moving around with the kites and walks away in the end with a woman speaking to the crowd	62.81	128.18	128.18	train	201
v_i2u80Y3BMYs	Two men in work out clothes are standing up against the wall and they begin to talk about working out	0.0	63.36	214.78	train	202
v_i2u80Y3BMYs	One man is then shown and he bends down and shows the proper way to lift the bar with weight on it	63.36	136.38	214.78	train	203
v_i2u80Y3BMYs	A replay is then shown and the boy bends from the knees and then flips his wrist and brings it over his shoulder as he goes down into a squatting position	135.31	214.78	214.78	train	204
v_WvxwmaDFGqk	A man is seen kneeling in a gym	0.0	1.32	11.49	train	205
v_WvxwmaDFGqk	He leans forward several times	1.78	7.36	11.49	train	206
v_WvxwmaDFGqk	He is performing slow stretching moves	7.82	11.49	11.49	train	207
v_xmag8UI8iws	A person is using a leaf blower to blow leaves into a pile	0.0	104.33	104.33	train	208
v_xmag8UI8iws	The leaves blow up onto a hedge	68.86	80.33	104.33	train	209
v_xmag8UI8iws	They walk in front of a tree	100.68	104.33	104.33	train	210
v_N9LTq3gYmsI	A group of people are sitting down at the top of a snow slide in a tube	0.0	14.04	35.55	train	211
v_N9LTq3gYmsI	The person holding the camera starts his journey and he is off down the slopes of snow	13.51	28.62	35.55	train	212
v_N9LTq3gYmsI	As he reaches the bottom,several black mats are placed in front of him to help slow him down	28.8	35.55	35.55	train	213
v_mnqSG5o84NE	A man train a boy kick box while two men watch sitting in the room	0.0	48.24	139.82999999999998	train	228
v_mnqSG5o84NE	Then, the man stands and kick the boy who kick back then kneels	48.94	62.22	139.82999999999998	train	229
v_mnqSG5o84NE	After, the man trains another child while showing movements	62.92	111.86	139.82999999999998	train	230
v_mnqSG5o84NE	After, the man stands to practice kicks, then the man lye down and and hug the child who continues practicing kick box	112.56	138.43	139.82999999999998	train	231
v_pxb95-aSDYo	A man plays guitar and harmonica at the same time	4.22	11.81	168.75	train	243
v_pxb95-aSDYo	Then, the man sings while playing the guitar	12.66	64.97	168.75	train	244
v_pxb95-aSDYo	After, the man continues playing both the guitar and the harmonica, then sing	66.66	115.6	168.75	train	245
v_pxb95-aSDYo	Next, the man plays the harmonica and the guitar together	116.44	168.75	168.75	train	246
v_74EoyLUbtgI	A lady is seen putting wax on a mans shoes	0.0	21.4	171.22	train	253
v_74EoyLUbtgI	We see the cloth hanging on the wall	21.4	29.96	171.22	train	254
v_74EoyLUbtgI	We see the footprints on the platform	34.24	42.81	171.22	train	255
v_74EoyLUbtgI	The woman rubs the mans shoes with a cloth	42.81	113.86	171.22	train	256
v_74EoyLUbtgI	We see the cloth on the wall, then the lines of cloth near the shoes shine sign	114.72	138.69	171.22	train	257
v_74EoyLUbtgI	A man is standing on a platform	141.26	146.4	171.22	train	258
v_74EoyLUbtgI	We see the holographic man on the wall with the paper	153.25	171.22	171.22	train	259
v_dsVvnFkGAn0	The woman is sitting by the fireplace holding a violin	0.0	13.66	82.8	train	274
v_dsVvnFkGAn0	The woman placed the violin between her neck and shoulder and began strumming the violin with the stick	12.01	68.31	82.8	train	275
v_dsVvnFkGAn0	The lady put the violin on her lap and talked	63.76	82.8	82.8	train	276
v_DEmArEKL8gc	A teenage female cheer leading squad walks around on a mat and get in formation	0.0	22.37	194.56	train	283
v_DEmArEKL8gc	The routine begins in a manikin challenge and they all begin to do a flip	22.37	54.48	194.56	train	284
v_DEmArEKL8gc	After,they do a several straddle jumps and begin thrown up in stands	54.48	79.77	194.56	train	285
v_DEmArEKL8gc	Once the stunts are done,half of the team begins doing cart wheels and they all meet back in the middle to do stunts in the air	79.77	143.0	194.56	train	286
v_DEmArEKL8gc	More stunts are done and the girls finish by landing in a split,they then get up and hug each other in the middle of the mat	143.0	194.56	194.56	train	287
v_8ikOQRbeQL8	A woman wearing a hood and glasses is talking	0.0	132.22	132.22	train	288
v_8ikOQRbeQL8	She is holding a baton and twirling it in her hands	19.17	132.22	132.22	train	289
v_iMiKGoQ7RjE	A man in a black hat is hitting a ball on the grass with a club	0.0	35.81	127.9	train	292
v_iMiKGoQ7RjE	He continues to talk to the camera	34.53	73.54	127.9	train	293
v_iMiKGoQ7RjE	He holds up a small trophy	102.32	105.51	127.9	train	294
v_Vjsd6Ec6eKA	A group of people are on a field	0.0	9.94	152.86	train	295
v_Vjsd6Ec6eKA	They attach a camera to one of the player's heads	10.7	35.16	152.86	train	296
v_Vjsd6Ec6eKA	They lift each other over their heads in cheerleading stunts that can be seen from the camera's view	37.45	131.46	152.86	train	297
v_Vjsd6Ec6eKA	They smile and laugh as they continue to perform stunts	133.75	152.86	152.86	train	298
v_FeKEqUxiReA	A woman is laughing as she jumps rope inside a gym	0.0	86.37	236.64	train	302
v_FeKEqUxiReA	She continues jumping for a long period of time, speeding up and changing positions as men with cameras record her	87.55	236.64	236.64	train	303
v_S6t9Lq1xKJk	A cook is standing in front of a large stove	0.0	3.37	30.6	train	304
v_S6t9Lq1xKJk	It is covered in ingredients and pans on burners	4.28	9.49	30.6	train	305
v_S6t9Lq1xKJk	The man creates a giant omelette, finally flipping it onto a plate and handing it to a patron	10.25	30.6	30.6	train	306
v_QdmUojrWdmE	Music plays as surfers ride the waves	0.0	212.64	228.65	train	309
v_QdmUojrWdmE	A few men are shown preparing to surf, prepping their board and getting dressed	13.72	22.86	228.65	train	310
v_QdmUojrWdmE	A helicopter rides over the shoreline where the surfers are riding	21.72	24.01	228.65	train	311
v_QdmUojrWdmE	A couple laughs together on the beach in a tent awaiting more surfing	52.59	56.02	228.65	train	312
v_QdmUojrWdmE	A man is then shown prepping his board with surf wax	117.75	126.9	228.65	train	313
v_QdmUojrWdmE	The crowd watches others riding waves	129.19	185.2	228.65	train	314
v_QdmUojrWdmE	The crowd cheers multiples surfing runs on	129.19	201.21	228.65	train	315
v_QdmUojrWdmE	Kelly Slater is featured on a successful run, followed by more clips riding the waves	129.19	197.78	228.65	train	316
v_QdmUojrWdmE	Kelly Slater is paused mid wave to wrap up the story line	204.64	214.93	228.65	train	317
v_QdmUojrWdmE	Music and producer credits are then shown	214.93	228.65	228.65	train	318
v_bdC2YPVHGZM	A man puts on a helmet with a camera mounted on it	0.0	4.23	141.04	train	325
v_bdC2YPVHGZM	The man participates in a lacrosse match with the camera recording in first person perspective	5.64	110.72	141.04	train	326
v_bdC2YPVHGZM	The man makes a successful shot on goal and high fives a teammate	102.25	107.19	141.04	train	327
v_bdC2YPVHGZM	The two teams shake hands after the game	112.83	131.17	141.04	train	328
v_bdC2YPVHGZM	The man walks towards a group of people dressed in black	131.87	141.04	141.04	train	329
v_cMeKc9mp9wI	A group of men are riding around on horses while carry large sticks and holding them into the air	1.08	30.62	54.2	train	338
v_cMeKc9mp9wI	One man comes close to the camera man and near the crowd for a few moments	17.07	21.41	54.2	train	339
v_cMeKc9mp9wI	The man on horses go back to the stable to await their return, and eventually go back out into the ring	23.3	54.2	54.2	train	340
v_F9HKxxoNNSQ	A person throw a disc with a stick, the disc arrives to a triangle on the floor where two people stand	0.0	14.31	44.72	train	344
v_F9HKxxoNNSQ	Then, another disk slides on the floor to stop inside the triangle	14.31	19.68	44.72	train	345
v_F9HKxxoNNSQ	After, the person throw another disc that stops inside the triangle	19.9	35.33	44.72	train	346
v_F9HKxxoNNSQ	The rules oh the shuffleboard game is displayed in a board	35.55	44.5	44.72	train	347
v_L0jbYqV9Zaw	Paintballs are flying at men in front of a tent	11.26	27.21	187.69	train	348
v_L0jbYqV9Zaw	The men back into the tent	26.28	30.03	187.69	train	349
v_L0jbYqV9Zaw	People are getting ready for the paintball competition	34.72	159.53	187.69	train	350
v_L0jbYqV9Zaw	Paintballs come out of a man's mouth	129.5	152.03	187.69	train	351
v_L0jbYqV9Zaw	The sun is setting	160.47	182.99	187.69	train	352
v_thgW2RT30qQ	An intro leads into several clips of a person lifting heavy weights over their shoulders as well as their arms all around	3.05	120.13	203.62	train	353
v_thgW2RT30qQ	More shots are show of athletes performing impressive stunts while looking off into the distance and people measuring their throws	62.1	200.56	203.62	train	354
v_NSdBL6HqlWk	A man is playing cymbals under a bright light on a stage	0.0	13.34	190.61	train	355
v_NSdBL6HqlWk	He is joined by a woman on a bass drum	15.25	29.55	190.61	train	356
v_NSdBL6HqlWk	Then they are joined by other drummers, and a man on a huge set in the background	37.17	148.68	190.61	train	357
v_NSdBL6HqlWk	Lights flash as they perform in unison	154.4	190.61	190.61	train	358
v_h4m7bYDVLAc	A woman blindfolded in a yard and swinging away at a pinata being moved around	0.0	21.55	24.92	train	359
v_h4m7bYDVLAc	Several people around her are watches and can't help but laugh	0.37	23.05	24.92	train	360
v_h4m7bYDVLAc	The woman is laughing as well and finally hits the pinata for the children to grab	20.18	24.17	24.92	train	361
v_QLJAQBUisuQ	A man is talking to the camera	12.49	23.51	146.91	train	368
v_QLJAQBUisuQ	An Olympic field is shown with many people walking around on it	12.49	146.91	146.91	train	369
v_QLJAQBUisuQ	The man runs down a strip of track and jumps into a pile of sand	77.86	107.25	146.91	train	370
v_QLJAQBUisuQ	He has a flag wrapped around him and waves at the audience	119.73	131.49	146.91	train	371
v_B3ZVUyLeT84	A boy surfs in a big wave	5.35	12.49	59.49	train	383
v_B3ZVUyLeT84	A group of people lye down on surfboards in a wave	12.49	20.23	59.49	train	384
v_B3ZVUyLeT84	Suddenly, a boy stands an surf below the wave	20.52	52.35	59.49	train	385
v_B3ZVUyLeT84	Men stand in the beach holding surfboards	53.54	55.03	59.49	train	386
v_HhbTyPnFVIg	A woman stand with athletic jacket in a grass covered and forested yard	4.19	16.33	83.76	train	390
v_HhbTyPnFVIg	The woman enters an open workshop area	17.59	27.64	83.76	train	391
v_HhbTyPnFVIg	Logs are stacked upright on a chopping block	30.15	53.6	83.76	train	392
v_HhbTyPnFVIg	The woman uses an an ax to split the logs in half	56.12	72.45	83.76	train	393
v_qCnHgcP3tM8	Cars are driving down the highway fairly quickly	0.0	11.76	138.35	train	394
v_qCnHgcP3tM8	They stop, a man gets out and helps two women get out	11.07	24.21	138.35	train	395
v_qCnHgcP3tM8	They go into a bar and throw a ball into a girls drink starting a beer pong war	24.21	80.93	138.35	train	396
v_qCnHgcP3tM8	He wakes up in his dorm and then click on his ipad to start a beer pong championship	80.93	138.35	138.35	train	397
v_EwMAJPldfKs	A young lady with a grey jacket on is standing in front of a sink lathering her hands	0.0	10.67	31.86	train	398
v_EwMAJPldfKs	She then turns the water on and begins to rinse her hands and flex her fingers to make sure all of the soap is off	10.19	21.19	31.86	train	399
v_EwMAJPldfKs	After that is done,she grabs a white towel,dries her hands and wipes her mouth	21.19	31.86	31.86	train	400
v_Lo0EQXmaeXM	The man looks at the camera and then goes back to looking somewhere else and talking	0.0	60.75	78.9	train	409
v_Lo0EQXmaeXM	then the cups they're both holding that has a blue liquid in it is then put into their mouths and they both gargle until they have lots of bubbles formed in their mouths	46.16	74.17	78.9	train	410
v_TBeZXLchito	People skateboard in a competition on the road while bending and holding his arms back	0.0	101.05	180.44	train	411
v_TBeZXLchito	Then, a skateboarder opens his arms and signal others to advance	101.95	103.75	180.44	train	412
v_TBeZXLchito	Then, the skateboarders pass on front spectators watching on side the road	103.75	138.04	180.44	train	413
v_TBeZXLchito	People take picture to the skateboarders	129.02	135.33	180.44	train	414
v_TBeZXLchito	A skateboarder fells on the road	138.04	154.28	180.44	train	415
v_TBeZXLchito	People continues skateboarding in the road	154.28	167.81	180.44	train	416
v_SHS8pNOsZDU	A group rides horses playing a game of polo on a field	0.0	25.83	26.36	train	417
v_SHS8pNOsZDU	The group fight over the ball and ride in a tight formation	6.59	23.19	26.36	train	418
v_SHS8pNOsZDU	A member on the team breaks away and rides toward the goal on his horse	20.95	25.83	26.36	train	419
v_yo3s6V19YtQ	A young man is rappelling up the side of a cliff	0.0	24.06	185.04	train	420
v_yo3s6V19YtQ	Another man watches and helps from below	25.91	123.98	185.04	train	421
v_yo3s6V19YtQ	The man continues climbing until he reaches the top	128.6	185.04	185.04	train	422
v_tgdLeBX7aXk	People are playing cricket together outside	0.0	18.76	64.69	train	423
v_tgdLeBX7aXk	A group of people hold up a trophy	21.67	29.43	64.69	train	424
v_tgdLeBX7aXk	People are walking around outside playing cricket	30.73	64.69	64.69	train	425
v_HfowLX1u38Y	man wearing a purple shirt is holding a gas pipe	0.0	59.14	62.25	train	432
v_HfowLX1u38Y	the man is using the pipe to light up the woodfire	15.87	62.25	62.25	train	433
v_HfowLX1u38Y	man is standing outside a house lighting up a woodfire	0.0	62.25	62.25	train	434
v_WBkqGBFsdgI	An older blonde newswoman is reading a story	0.0	23.03	121.23	train	438
v_WBkqGBFsdgI	Various pictures are shown of shuffleboard history	24.85	43.64	121.23	train	439
v_WBkqGBFsdgI	An older man is interviewed for the camera	45.46	49.7	121.23	train	440
v_WBkqGBFsdgI	Various clips of people playing shuffleboard are shown	52.13	107.9	121.23	train	441
v_WBkqGBFsdgI	The older blonde reporter ends the news story	107.9	121.23	121.23	train	442
v_JH31FxBZ5Xw	Several shots of wrestlers are shown	0.0	138.3	138.3	train	443
v_JH31FxBZ5Xw	They all are doing flips off the corner	15.21	125.16	138.3	train	444
v_JH31FxBZ5Xw	The land on their opponent	26.28	125.16	138.3	train	445
v_JH31FxBZ5Xw	They knock them down to the floor	51.86	125.16	138.3	train	446
v_TgDzZIop_uw	An unseen person demonstrates how to remove and install a tire valve on a tire using a special tool	5.78	41.74	50.29	train	447
v_TgDzZIop_uw	A pair of hands is seen yielding a metal tool over a yellow walled tire lying on a flat surface	5.78	8.3	50.29	train	448
v_TgDzZIop_uw	The hand uses the metal curved tool to pluck the old tire valve out of its hole	8.55	16.34	50.29	train	449
v_TgDzZIop_uw	The hand then uses a metal, black, tool to insert a new valve into the tire	16.09	41.99	50.29	train	450
v_djgM0IWIBKc	A group of men are in a kayak going down the river bank	0.0	47.2	235.99	train	451
v_djgM0IWIBKc	The are paddling and looking at the trees in the distance enjoying their day	47.2	103.83	235.99	train	452
v_djgM0IWIBKc	One of the men gets out of the boat to go swimming in the water, They all get in and start splashing water, swimming under and enjoying the day before getting back in to turn back	103.83	165.19	235.99	train	453
v_djgM0IWIBKc	Once they start to head back to land and to get ready to get on the dock	165.19	228.91	235.99	train	454
v_PwMDJapSo70	A person's hands are seen moving around a cat and trimming it's claws while the cat lays still and looks around	0.0	50.44	85.5	train	455
v_PwMDJapSo70	The person then files the nails of the cat and zooms in on the cat's belly in the end	49.59	85.5	85.5	train	456
v_kH8YpzoflKg	A camera pans around a shirtless man sitting in the snow followed by the man snowboarding and men riding up a hill	0.0	73.13	115.17	train	460
v_kH8YpzoflKg	Several shots are shown of people riding down the snowy hill and doing tricks in front of the camera	58.16	115.17	115.17	train	461
v_GffGGAwbcHo	A caveman is seen walking a purple rock	7.96	12.35	54.88	train	462
v_GffGGAwbcHo	He runs into a big dog and the dog eats the caveman	12.62	14.27	54.88	train	463
v_GffGGAwbcHo	A God walks a poodle	15.64	22.5	54.88	train	464
v_GffGGAwbcHo	A cowboy walks his dog and is shot outside a saloon	22.78	27.72	54.88	train	465
v_GffGGAwbcHo	Chaplin is seen walking his dog	28.81	33.2	54.88	train	466
v_GffGGAwbcHo	A hippie dog lies down on the floor and seems to be hallucinating	33.75	42.81	54.88	train	467
v_GffGGAwbcHo	Dogs and spacecraft are seen exploring space	44.18	49.39	54.88	train	468
v_E3h0UHRsSQk	A man wearing a black clothes is sharpening the knife on a stone	0.0	89.71	112.85	train	469
v_E3h0UHRsSQk	The man beside him on blue long sleeves drawing something on the table with his finger	21.44	27.65	112.85	train	470
v_E3h0UHRsSQk	The man turn the knife to sharpen the other side and then wipe it with paper towel	37.24	46.27	112.85	train	471
v_E3h0UHRsSQk	The man in navy blue shirt point to the knife while the man sharpening the knife tries to sharpen it one hand	46.27	58.68	112.85	train	472
v_E3h0UHRsSQk	He continues sharpening the knife, turn it again to further sharpen the other side and wipe it again with paper towel	58.68	100.44	112.85	train	473
v_E3h0UHRsSQk	Throws the old and dirty paper towel and reach the roll of paper towel and clean the knife	100.44	112.85	112.85	train	474
v_-ibmoYKRxQk	A camera pans around a snowy area and transitions into several people in tubes down a hill	0.0	45.1	121.91	train	475
v_-ibmoYKRxQk	The people laugh while riding down the hill when one person falls off and the camera pans around the people	45.71	90.82	121.91	train	476
v_-ibmoYKRxQk	The camera shows one more shot of the people all riding down the long hill together	100.57	121.91	121.91	train	477
v_x2FfKHiN_3s	A man is sitting on a frozen lake, fishing through a hole and surrounded by fishing gear	0.0	10.13	112.52000000000001	train	478
v_x2FfKHiN_3s	He walks away from his stuff, and a fish pulls his pole into the water, disappearing with it	13.5	76.52	112.52000000000001	train	479
v_x2FfKHiN_3s	He stands angrily with his hands on his hips, then gets another pole to try to get it back	79.33	112.52	112.52000000000001	train	480
v_DU2hdNIS2WI	A very large, muscular man is shown in a gym with a weight bar as piano music plays in the background	0.0	23.99	23.99	train	486
v_DU2hdNIS2WI	The video begins with the weight on the floor and the man getting ready to lift it	0.0	8.76	23.99	train	487
v_DU2hdNIS2WI	He lifts the weight and first brings it parallel to his shoulders	8.16	17.99	23.99	train	488
v_DU2hdNIS2WI	He then lifts it completely over his head with his arms extended	18.11	22.91	23.99	train	489
v_DU2hdNIS2WI	After leaving his arms up for several seconds, he allows the weight to fall on the ground	22.31	23.99	23.99	train	490
v_MiTIi_QYt2k	A close up of a wooden bench is seen followed by a person mixing ingredients together	0.0	43.68	113.45	train	499
v_MiTIi_QYt2k	A person is then seen holding a rag and wiping down the bench	38.01	86.79	113.45	train	500
v_MiTIi_QYt2k	More ingredients are mixed afterwards that leads into more wiping down with the rag	81.69	110.62	113.45	train	501
v_eAOBdYKju70	Various shots are shown of horse saddles and various people riding these saddles on horses	0.0	99.99	170.92000000000002	train	506
v_eAOBdYKju70	A girl wraps the rope around her saddle while others practice on placed saddles	35.89	52.99	170.92000000000002	train	507
v_eAOBdYKju70	People ride around the saddles and show various caddie and how to ride them	65.81	119.65	170.92000000000002	train	508
v_eAOBdYKju70	A tourist is being interviewed on riding experience but she watched other riding and felt confident	117.94	135.88	170.92000000000002	train	509
v_eAOBdYKju70	A man speakers on his experience and various shots of the horses and wildlife are shown	135.03	158.96	170.92000000000002	train	510
v_szW1c2SGdew	A man swings his leg in the air creating letters and we see an opening screen	0.0	8.86	136.37	train	511
v_szW1c2SGdew	two men are in two different rooms performing Capoeira moves	8.86	116.6	136.37	train	512
v_szW1c2SGdew	A man does a handstand move	39.55	45.68	136.37	train	513
v_szW1c2SGdew	The man does a handstand and pauses	112.51	116.6	136.37	train	514
v_szW1c2SGdew	We see the website on a black screen	117.28	122.05	136.37	train	515
v_szW1c2SGdew	We see four screens with images of men doing Capoeira	122.05	136.37	136.37	train	516
v_5kIl4TspdR0	Someone is brushing their teeth with an electric toothbrush	0.0	31.89	141.74	train	517
v_5kIl4TspdR0	They wear braces so they make sure to scrub all around very well	31.89	66.62	141.74	train	518
v_5kIl4TspdR0	You can see the tongue moving around never really being comfortable inside of the mouth	66.62	101.34	141.74	train	519
